rig_id,lease_name,first_date,last_date,lat_mean,lon_mean,api_lst,operator
569d01f2292274e426001161,HALE 8-60,2020-08-06,2020-08-29,40.649439,-104.08444449999999,"['0512346068', '0512346072']",CIVITAS RESOURCES
569d01f2292274e426001161,INDEPENDENCE,2020-09-05,2020-12-05,40.2168,-104.5884,"['0512348807', '0512348809', '0512348808']",CHEVRON
569d01f2292274e426001161,RAMPART,2021-08-27,2021-09-01,40.46539,-104.56969,"['0512350932', '0512350930', '0512350931', '0512350933', '0512350929']",CHEVRON
569d01f2292274e426001161,ROTH,2021-09-24,2021-11-07,40.46332454545455,-104.58918090909091,"['0512351062', '0512351061', '0512351330', '0512351333', '0512351328', '0512351332', '0512351329', '0512351331', '0512351065', '0512351064', '0512351063']",CHEVRON
569d01f2292274e426001161,ROTH STATE,2021-11-01,2021-11-04,40.46555,-104.59478,['0512351060'],CHEVRON
569d01f2292274e426001161,BOOTH,2021-12-06,2023-01-31,40.260780000000004,-104.51627333333333,"['0512348925', '0512348921', '0512349032', '0512348920', '0512348923', '0512349028']",CHEVRON
569d01f2292274e426001161,JOHNSON,2022-06-24,2022-10-14,40.286808421052626,-104.58439368421053,"['0512349023', '0512349292', '0512349013', '0512349010', '0512349017', '0512349022', '0512348946', '0512348943', '0512349040', '0512349020', '0512349011', '0512349015', '0512349295', '0512348944', '0512349018', '0512349012', '0512348947', '0512349294', '0512349291']",CHEVRON
569d01f2292274e426001161,PIONEER,2022-10-05,2023-01-03,40.160275999999996,-104.581493,"['0512348767', '0512348774', '0512348773', '0512348770', '0512348780', '0512348792', '0512348782', '0512348779', '0512348778', '0512348789']",CHEVRON
569d01f2292274e426001161,BOOTH STATE,2023-03-15,2023-03-21,40.27454,-104.47651,"['0512349277', '0512349272', '0512349276', '0512349279']",CHEVRON
569d01f2292274e426001161,SHELTON,2023-05-15,2023-05-22,40.25391,-104.61704,"['0512349060', '0512349058']",CHEVRON
569d01f2292274e426001161,GUTTERSEN FEDERAL STATE,2023-08-07,2023-08-13,40.19079,-104.45679000000001,"['0512348657', '0512348656', '0512348663', '0512348654']",CHEVRON
569d01f2292274e426001161,SATER,2023-12-06,2023-12-09,40.2970112,-104.51670879999999,"['0512349111', '0512349109', '0512349110', '0512349108', '0512349106']",CHEVRON
569d01f2292274e426001161,STATE,2024-01-30,2024-02-01,40.29694375,-104.49563925,"['0512349387', '0512349385', '0512349391', '0512349390']",CHEVRON
569d01f2292274e426001161,ARISTOCRAT,2024-03-21,2024-03-22,40.2501475,-104.62891,"['0512349088', '0512349087', '0512349085', '0512349086']",CHEVRON
569d02f1292274e426001e7e,SRC EVANS #K-26-23-14CHZ,2016-10-26,2016-12-10,40.3719329834,-104.74503326416,"['0512341474', '0512341468']",CHEVRON
569d02f1292274e426001e7e,KAWATA #32N-17C-M,2016-11-25,2017-02-11,40.31613540649,-104.78112030029,"['0512343769', '0512343771', '0512343776', '0512343774']",CHEVRON
569d02f1292274e426001e7e,ORR STATE #36N-35C-M,2017-01-22,2017-04-22,40.44248580933,-104.83285522461,"['0512343978', '0512343975', '0512343976', '0512343973', '0512343969', '0512343971', '0512343972', '0512343968']",CHEVRON
569d02f1292274e426001e7e,HOOD #36C-22-M,2017-04-04,2017-06-10,40.46823501587,-104.79634094238,"['0512344377', '0512344375', '0512344373', '0512344381', '0512344379']",CHEVRON
569d02f1292274e426001e7e,LEFFLER #40C-23-L,2017-06-11,2017-09-02,40.47620773315,-104.77435302734,"['0512344826', '0512344823', '0512344824', '0512344828', '0512344831', '0512344834']",CHEVRON
569d02f1292274e426001e7e,BEEBE,2018-12-21,2019-03-09,40.451207249999996,-104.7637775,"['0512346895', '0512346874', '0512346875', '0512346891']",CHEVRON
569d02f1292274e426001e7e,GOLDEN EAGLE,2019-05-23,2019-08-21,40.520475,-104.81459466666666,"['0512350121', '0512350123', '0512350120', '0512350131', '0512350122', '0512350132']",CHEVRON
569d01b1292274e426000d7f,WOOLLEY-SOSA #2F-7H-E168,2016-10-26,2016-12-10,40.06686401367,-105.05280303955,"['0512338113', '0512338105']",CIVITAS RESOURCES
569d01b1292274e426000d7f,SULLIVAN #4A-26H-P268,2017-08-21,2017-09-02,40.10383987427,-104.96300506592,['0512340938'],CIVITAS RESOURCES
569d01b1292274e426000d7f,KUGEL,2019-05-20,2019-06-15,40.139798,-104.926547,['0512349480'],CIVITAS RESOURCES
569d01b1292274e426000d7f,HINGLEY,2019-07-31,2019-10-14,40.0511973,-104.93174429999999,"['0512347163', '0512347423', '0512347169', '0512347417', '0512347164', '0512347170', '0512347162', '0512347415', '0512347414', '0512347416']",CIVITAS RESOURCES
